,32735,10941163,14289918,18844454,36175307,40756070,41580584,43845868,47532330,49636748,50390508,50952050,52972784,59105955,76415959,77657479,78543018,81786544,89332099,89966129,90572207,104339945,109807341,124231325,133030507,138147021,138540197,138851931,139127863,143312600,152037974,154374401,157695105,158109081,164285180,165482318,167531686,176899577,177123098,177457298,182159361,194682140,215150187,216953513,221094530,244623361,322722122,323263866,332063275,366806475,373044930,422235963,426143918,452281904,59477024
49636748,1,2,3,3,21,3,12,6,19,,6,22,3,5,2,9,7,3,2,2,13,2,17,0,2,10,14,10,0,8,5,8,3,4,18,2,2,6,14,13,6,16,15,12,15,6,22,17,0,11,17,0,2,2,16
50390508,1,0,1,1,8,1,7,6,8,6,,8,1,2,0,5,7,0,0,0,7,1,7,0,1,3,7,6,0,4,1,4,0,1,7,1,1,1,5,6,3,8,5,5,8,2,9,8,0,5,6,0,0,0,7
50952050,1,1,3,3,25,3,14,8,22,22,8,,3,6,1,13,8,4,1,1,19,2,17,0,2,12,13,15,0,8,4,11,2,4,22,2,2,7,17,13,8,19,15,13,16,9,24,21,0,11,19,0,1,2,18
52972784,0,1,9,9,3,9,2,3,1,3,1,3,,3,1,0,1,1,1,1,2,9,2,0,1,1,8,1,0,2,0,0,8,1,1,9,9,0,2,1,0,3,1,1,3,2,4,2,4,0,7,0,1,0,2
59105955,0,5,3,3,6,3,5,2,4,5,2,6,3,,7,4,2,7,6,5,5,3,6,1,2,5,4,5,0,5,2,5,8,3,4,3,3,2,4,5,1,5,5,1,6,2,12,6,1,4,5,0,6,1,6
76415959,0,5,1,1,1,1,1,1,2,2,0,1,1,7,,1,0,7,6,5,1,1,1,1,1,2,3,1,0,1,0,2,7,1,2,1,1,0,1,1,1,1,1,1,1,0,7,1,1,1,2,0,6,1,1
77657479,0,1,0,0,11,0,5,7,11,9,5,13,0,4,1,,5,4,2,1,14,0,8,0,1,11,6,12,0,6,4,12,1,3,12,0,0,8,13,7,8,8,7,7,8,6,13,12,0,7,14,0,1,2,9
78543018,1,0,1,1,8,1,5,5,8,7,7,8,1,2,0,5,,0,0,0,7,1,7,0,1,4,6,6,0,4,3,4,0,2,5,1,1,2,6,6,3,7,6,5,7,2,9,7,0,5,7,0,0,0,7
81786544,0,5,1,1,2,1,1,1,4,3,0,4,1,7,7,4,0,,6,5,4,1,1,1,1,3,3,4,0,1,0,2,7,1,4,1,1,2,4,1,1,1,1,2,1,3,9,4,1,1,3,0,6,1,1
89332099,0,5,1,1,1,1,1,1,2,2,0,1,1,6,6,2,0,6,,6,1,1,1,0,0,2,3,1,0,1,0,2,6,2,2,1,1,0,1,1,1,1,1,1,1,0,6,1,1,1,3,0,5,1,1
89966129,0,5,1,1,1,1,1,1,2,2,0,1,1,5,5,1,0,5,6,,1,1,1,0,0,2,3,1,0,1,0,2,5,1,2,1,1,0,1,1,1,1,1,1,1,0,5,1,1,1,2,0,5,1,1
90572207,1,1,2,2,15,2,8,6,15,13,7,19,2,5,1,14,7,4,1,1,,1,11,0,2,13,9,14,1,6,3,12,1,4,16,1,1,7,15,8,9,11,8,9,11,7,17,15,0,7,13,1,1,1,9
104339945,0,1,8,8,2,8,2,4,1,2,1,2,9,3,1,0,1,1,1,1,1,,2,0,1,1,8,1,0,2,0,0,8,1,1,9,9,0,1,1,0,2,1,0,2,2,3,2,4,0,7,0,1,0,2
109807341,1,1,2,2,17,2,12,6,15,17,7,17,2,6,1,8,7,1,1,1,11,2,,0,1,7,13,7,0,7,4,7,2,3,14,2,2,5,9,13,4,14,14,7,14,3,17,14,0,11,14,0,1,1,14
124231325,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
133030507,0,1,1,1,2,1,1,0,2,2,1,2,1,2,1,1,1,1,0,0,2,1,1,1,,2,1,2,0,1,0,1,1,2,3,1,1,0,2,0,1,1,0,1,1,2,4,2,0,0,1,0,1,0,1
138147021,0,2,1,1,11,1,4,4,11,10,3,12,1,5,2,11,4,3,2,2,13,1,7,0,2,,5,11,0,5,4,11,2,4,11,1,1,7,12,5,9,6,5,7,6,7,11,12,0,5,9,0,2,2,7
138540197,1,3,8,8,13,8,10,10,14,14,7,13,8,4,3,6,6,3,3,3,9,8,13,0,1,5,,6,0,6,2,5,9,2,13,8,8,2,7,11,4,12,11,6,11,2,15,12,5,10,20,0,3,1,12
138851931,0,1,1,1,12,1,7,7,13,10,6,15,1,5,1,12,6,4,1,1,14,1,7,0,2,11,6,,0,8,4,10,1,4,13,1,1,6,12,7,7,9,7,7,9,7,13,15,0,7,10,0,1,2,10
139127863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
143312600,0,1,2,2,8,2,7,5,8,8,4,8,2,5,1,6,4,1,1,1,6,2,7,0,1,5,6,8,0,,3,5,2,3,7,2,2,3,6,7,3,7,7,4,8,3,8,9,0,6,8,0,1,2,9
152037974,0,0,0,0,5,0,2,2,4,5,1,4,0,2,0,4,3,0,0,0,3,0,4,0,0,4,2,4,0,3,,4,0,1,3,0,0,4,4,4,2,3,4,2,3,1,5,4,0,4,5,0,0,1,5
154374401,0,2,0,0,11,0,4,6,10,8,4,11,0,5,2,12,4,2,2,2,12,0,7,0,1,11,5,10,0,5,4,,2,3,10,0,0,7,11,6,9,7,6,6,7,5,12,10,0,6,11,0,2,2,8
157695105,0,5,7,7,2,7,2,5,2,3,0,2,8,8,7,1,0,7,6,5,1,8,2,1,1,2,9,1,0,2,0,2,,1,2,8,8,0,1,2,1,2,2,1,2,1,8,2,4,1,10,0,6,1,2
158109081,0,1,1,1,4,1,2,1,4,4,1,4,1,3,1,3,2,1,2,1,4,1,3,0,2,4,2,4,0,3,1,3,1,,3,1,1,1,4,2,1,2,2,2,3,2,3,4,0,2,3,0,1,1,3
164285180,1,2,1,1,18,1,13,7,21,18,7,22,1,4,2,12,5,4,2,2,16,1,14,0,3,11,13,13,0,7,3,10,2,3,,1,1,6,12,10,9,15,11,11,12,7,21,18,0,9,17,0,2,2,13
165482318,0,1,8,8,2,8,2,4,1,2,1,2,9,3,1,0,1,1,1,1,1,9,2,0,1,1,8,1,0,2,0,0,8,1,1,,9,0,1,1,0,2,1,0,2,2,3,2,4,0,7,0,1,0,2
167531686,0,1,8,8,2,8,2,4,1,2,1,2,9,3,1,0,1,1,1,1,1,9,2,0,1,1,8,1,0,2,0,0,8,1,1,9,,0,1,1,0,2,1,0,2,2,3,2,4,0,7,0,1,0,2
176899577,0,0,0,0,7,0,2,2,6,6,1,7,0,2,0,8,2,2,0,0,7,0,5,0,0,7,2,6,0,3,4,7,0,1,6,0,0,,8,4,5,3,4,3,4,4,7,6,0,4,7,0,0,1,5
177123098,0,1,2,2,15,2,7,6,12,14,5,17,2,4,1,13,6,4,1,1,15,1,9,0,2,12,7,12,0,6,4,11,1,4,12,1,1,8,,7,8,10,8,11,10,7,14,13,0,7,13,0,1,2,12
177457298,1,1,1,1,13,1,10,6,12,13,6,13,1,5,1,7,6,1,1,1,8,1,13,0,0,5,11,7,0,7,4,6,2,2,10,1,1,4,7,,3,12,13,6,12,2,13,12,0,12,13,0,1,1,13
182159361,0,1,0,0,6,0,2,4,9,6,3,8,0,1,1,8,3,1,1,1,9,0,4,0,1,9,4,7,0,3,2,9,1,1,9,0,0,5,8,3,,4,3,6,3,5,9,8,0,3,8,0,1,1,4
194682140,1,1,3,3,19,3,13,7,14,16,8,19,3,5,1,8,7,1,1,1,11,2,14,0,1,6,12,9,0,7,3,7,2,2,15,2,2,3,10,12,4,,14,9,15,4,17,14,0,10,14,0,1,1,16
215150187,1,1,1,1,15,1,11,6,13,15,5,15,1,5,1,7,6,1,1,1,8,1,14,0,0,5,11,7,0,7,4,6,2,2,11,1,1,4,8,13,3,14,,7,13,2,14,13,0,11,14,0,1,1,14
216953513,1,1,1,1,12,1,6,7,11,12,5,13,1,1,1,7,5,2,1,1,9,0,7,0,1,7,6,7,0,4,2,6,1,2,11,0,0,3,11,6,6,9,7,,6,4,11,10,0,5,11,0,1,2,8
221094530,1,1,3,3,16,3,13,6,13,15,8,16,3,6,1,8,7,1,1,1,11,2,14,0,1,6,11,9,0,8,3,7,2,3,12,2,2,4,10,12,3,15,13,6,,3,16,14,0,10,11,0,1,1,14
244623361,0,0,2,2,7,2,2,2,7,6,2,9,2,2,0,6,2,3,0,0,7,2,3,0,2,7,2,7,0,3,1,5,1,2,7,2,2,4,7,2,5,4,2,4,3,,8,8,0,1,5,0,0,1,4
322722122,1,5,4,4,22,4,12,8,21,22,9,24,4,12,7,13,9,9,6,5,17,3,17,1,4,11,15,13,1,8,5,12,8,3,21,3,3,7,14,13,9,17,14,11,16,8,,19,1,11,19,1,6,1,16
323263866,1,1,2,2,18,2,13,8,19,17,8,21,2,6,1,12,7,4,1,1,15,2,14,0,2,12,12,15,0,9,4,10,2,4,18,2,2,6,13,12,8,14,13,10,14,8,19,,0,10,15,0,1,2,14
332063275,0,1,5,5,0,5,0,1,0,0,0,0,4,1,1,0,0,1,1,1,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,,0,4,0,1,0,0
366806475,0,1,0,0,11,0,8,6,11,11,5,11,0,4,1,7,5,1,1,1,7,0,11,0,0,5,10,7,0,6,4,6,1,2,9,0,0,4,7,12,3,10,11,5,10,1,11,10,0,,11,0,1,1,12
373044930,1,2,7,7,18,7,10,12,16,17,6,19,7,5,2,14,7,3,3,2,13,7,14,0,1,9,20,10,0,8,5,11,10,3,17,7,7,7,13,13,8,14,14,11,11,5,19,15,4,11,,0,2,2,15
422235963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0
426143918,0,6,1,1,1,1,1,1,2,2,0,1,1,6,6,1,0,6,5,5,1,1,1,1,1,2,3,1,0,1,0,2,6,1,2,1,1,0,1,1,1,1,1,1,1,0,6,1,1,1,2,0,,1,1
452281904,0,1,0,0,2,0,1,2,2,2,0,2,0,1,1,2,0,1,1,1,1,0,1,0,0,2,1,2,0,2,1,2,1,1,2,0,0,1,2,1,1,1,1,2,1,1,1,2,0,1,2,0,1,,2
59477024,0,1,2,2,18,2,12,8,14,16,7,18,2,6,1,9,7,1,1,1,9,2,14,0,1,7,12,10,0,9,5,8,2,3,13,2,2,5,12,13,4,16,14,8,14,4,16,14,0,12,15,0,1,2,
