32735,0.0
10941163,0.002795248078266946
14289918,0.023759608665269043
18844454,0.023759608665269043
36175307,0.27044025157232704
40756070,0.023759608665269043
41580584,0.0936408106219427
43845868,0.12578616352201258
47532330,0.2508735150244584
49636748,0.2159329140461216
50390508,0.016771488469601675
50952050,0.44095038434661077
52972784,0.06988120195667366
59105955,0.1278825995807128
76415959,0.011180992313067784
77657479,0.09503843466107617
78543018,0.015373864430468204
81786544,0.09084556254367575
89332099,0.10062893081761005
89966129,0.0020964360587002093
90572207,0.3570929419986024
104339945,0.047519217330538085
109807341,0.061495457721872815
124231325,0.0
133030507,0.029350104821802937
138147021,0.10761705101327743
138540197,0.36757512229210343
138851931,0.10342417889587702
139127863,0.0
143312600,0.004192872117400419
152037974,0.002795248078266946
154374401,0.0496156533892383
157695105,0.2487770789657582
158109081,0.02795248078266946
164285180,0.3165618448637317
165482318,0.053109713487071976
167531686,0.053109713487071976
176899577,0.004192872117400419
177123098,0.1656184486373166
177457298,0.008385744234800837
182159361,0.05101327742837177
194682140,0.13836477987421383
215150187,0.053109713487071976
216953513,0.09713487071977638
221094530,0.06289308176100629
244623361,0.04332634521313766
322722122,0.8623340321453529
323263866,0.2194269741439553
332063275,0.005590496156533892
366806475,0.005590496156533892
373044930,0.6212438853948288
422235963,0.0
426143918,0.007686932215234102
452281904,0.14675052410901468
59477024,0.17610062893081763
